sample_id,population_id,superpopulation,dataset,country,neural_ancestry,supervised,in_qc_panel,African,American,East Asian,European,Oceanian,South Asian,max_ancestry,assigned_group
NA07357,CEU,European,kg,,,yes,yes,1e-05,0.013505,1e-05,0.986455,1e-05,1e-05,0.986455,European
NA07435,CEU,European,kg,,,yes,yes,1e-05,0.003877,1e-05,0.985656,0.00046,0.009987,0.985656,European
NA10830,CEU,European,kg,,,yes,no,,,,,,,,
NA10831,CEU,European,kg,,,yes,no,,,,,,,,
NA10835,CEU,European,kg,,,yes,no,,,,,,,,
NA10836,CEU,European,kg,,,yes,no,,,,,,,,
NA10837,CEU,European,kg,,,yes,no,,,,,,,,
NA10838,CEU,European,kg,,,yes,no,,,,,,,,
NA10839,CEU,European,kg,,,yes,no,,,,,,,,
NA10840,CEU,European,kg,,,yes,no,,,,,,,,
NA10842,CEU,European,kg,,,yes,no,,,,,,,,
NA10843,CEU,European,kg,,,yes,no,,,,,,,,
NA10845,CEU,European,kg,,,yes,no,,,,,,,,
NA10846,CEU,European,kg,,,yes,no,,,,,,,,
NA10847,CEU,European,kg,,,yes,no,,,,,,,,
NA10851,CEU,European,kg,,,yes,no,,,,,,,,
NA10852,CEU,European,kg,,,yes,no,,,,,,,,
NA10854,CEU,European,kg,,,yes,no,,,,,,,,
NA10855,CEU,European,kg,,,yes,no,,,,,,,,
NA10856,CEU,European,kg,,,yes,no,,,,,,,,
NA10857,CEU,European,kg,,,yes,no,,,,,,,,
NA10859,CEU,European,kg,,,yes,no,,,,,,,,
NA10860,CEU,European,kg,,,yes,no,,,,,,,,
NA10861,CEU,European,kg,,,yes,no,,,,,,,,
NA10863,CEU,European,kg,,,yes,no,,,,,,,,
NA10864,CEU,European,kg,,,yes,no,,,,,,,,
NA10865,CEU,European,kg,,,yes,no,,,,,,,,
NA11829,CEU,European,kg,,,yes,yes,1e-05,0.018094,1e-05,0.981866,1e-05,1e-05,0.981866,European
NA11830,CEU,European,kg,,,yes,yes,1e-05,0.009404,1e-05,0.990556,1e-05,1e-05,0.990556,European
NA11831,CEU,European,kg,,,yes,yes,1e-05,0.005247,1e-05,0.993614,0.001109,1e-05,0.993614,European
NA11832,CEU,European,kg,,,yes,yes,1e-05,0.000476,1e-05,0.999484,1e-05,1e-05,0.999484,European
NA11839,CEU,European,kg,,,yes,yes,1e-05,0.016024,0.000785,0.970119,0.005195,0.007868,0.970119,European
NA11840,CEU,European,kg,,,yes,yes,1e-05,0.028688,1e-05,0.970697,0.000585,1e-05,0.970697,European
NA11843,CEU,European,kg,,,yes,yes,1e-05,0.013431,1e-05,0.984265,0.002274,1e-05,0.984265,European
NA11881,CEU,European,kg,,,yes,yes,1e-05,0.011932,1e-05,0.988028,1e-05,1e-05,0.988028,European
NA11882,CEU,European,kg,,,yes,yes,1e-05,0.005802,1e-05,0.983046,1e-05,0.011121,0.983046,European
NA11891,CEU,European,kg,,,yes,yes,1e-05,0.01289,0.000295,0.986786,1e-05,1e-05,0.986786,European
NA11892,CEU,European,kg,,,yes,yes,1e-05,0.00775,1e-05,0.986333,0.005887,1e-05,0.986333,European
NA11893,CEU,European,kg,,,yes,yes,1e-05,0.015295,1e-05,0.984665,1e-05,1e-05,0.984665,European
NA11894,CEU,European,kg,,,yes,yes,1e-05,0.007451,1e-05,0.988121,1e-05,0.004398,0.988121,European
NA11917,CEU,European,kg,,,yes,yes,1e-05,0.012727,1e-05,0.974551,0.003148,0.009553,0.974551,European
NA11918,CEU,European,kg,,,yes,yes,1e-05,0.016924,1e-05,0.979418,1e-05,0.003628,0.979418,European
NA11919,CEU,European,kg,,,yes,yes,1e-05,0.008823,1e-05,0.987931,1e-05,0.003216,0.987931,European
NA11920,CEU,European,kg,,,yes,yes,1e-05,0.007398,1e-05,0.990055,1e-05,0.002517,0.990055,European
NA11930,CEU,European,kg,,,yes,yes,1e-05,0.013136,1e-05,0.973933,0.000845,0.012066,0.973933,European
NA11931,CEU,European,kg,,,yes,yes,1e-05,0.010925,1e-05,0.988459,1e-05,0.000586,0.988459,European
NA11932,CEU,European,kg,,,yes,yes,1e-05,0.005479,1e-05,0.994481,1e-05,1e-05,0.994481,European
NA11933,CEU,European,kg,,,yes,yes,1e-05,0.005574,0.000384,0.994012,1e-05,1e-05,0.994012,European
NA11992,CEU,European,kg,,,yes,yes,1e-05,1e-05,1e-05,0.990402,1e-05,0.009558,0.990402,European
NA11993,CEU,European,kg,,,yes,yes,1e-05,0.012187,1e-05,0.987773,1e-05,1e-05,0.987773,European
NA11994,CEU,European,kg,,,yes,yes,1e-05,0.018481,1e-05,0.978932,0.002558,1e-05,0.978932,European
NA11995,CEU,European,kg,,,yes,yes,1e-05,0.000462,1e-05,0.999498,1e-05,1e-05,0.999498,European
NA12003,CEU,European,kg,,,yes,yes,1e-05,0.017971,1e-05,0.978382,1e-05,0.003617,0.978382,European
NA12004,CEU,European,kg,,,yes,yes,1e-05,0.002922,1e-05,0.9931,0.003948,1e-05,0.9931,European
NA12005,CEU,European,kg,,,yes,yes,1e-05,0.010074,1e-05,0.989886,1e-05,1e-05,0.989886,European
NA12006,CEU,European,kg,,,yes,yes,1e-05,0.020706,1e-05,0.979254,1e-05,1e-05,0.979254,European
NA12043,CEU,European,kg,,,yes,yes,1e-05,0.006364,1e-05,0.993596,1e-05,1e-05,0.993596,European
NA12044,CEU,European,kg,,,yes,yes,1e-05,0.013185,1e-05,0.986775,1e-05,1e-05,0.986775,European
NA12045,CEU,European,kg,,,yes,yes,1e-05,0.018316,1e-05,0.981644,1e-05,1e-05,0.981644,European
NA12046,CEU,European,kg,,,yes,yes,0.0007,0.012871,1e-05,0.985846,1e-05,0.000564,0.985846,European
NA12056,CEU,European,kg,,,yes,yes,1e-05,0.009587,1e-05,0.990373,1e-05,1e-05,0.990373,European
NA12057,CEU,European,kg,,,yes,yes,1e-05,0.017184,1e-05,0.979089,1e-05,0.003697,0.979089,European
NA12058,CEU,European,kg,,,yes,yes,1e-05,0.010542,1e-05,0.989418,1e-05,1e-05,0.989418,European
NA12144,CEU,European,kg,,,yes,yes,1e-05,1e-05,1e-05,0.980394,0.00088,0.018696,0.980394,European
NA12145,CEU,European,kg,,,yes,yes,1e-05,0.005752,1e-05,0.992187,0.000133,0.001908,0.992187,European
NA12146,CEU,European,kg,,,yes,yes,1e-05,0.013951,1e-05,0.986009,1e-05,1e-05,0.986009,European
NA12154,CEU,European,kg,,,yes,yes,1e-05,0.003079,1e-05,0.991673,1e-05,0.005218,0.991673,European
NA12155,CEU,European,kg,,,yes,yes,1e-05,0.009601,1e-05,0.988407,0.001962,1e-05,0.988407,European
NA12156,CEU,European,kg,,,yes,yes,1e-05,0.012237,1e-05,0.977684,1e-05,0.010049,0.977684,European
NA12234,CEU,European,kg,,,yes,yes,1e-05,0.011471,1e-05,0.988489,1e-05,1e-05,0.988489,European
NA12236,CEU,European,kg,,,yes,yes,1e-05,0.004338,1e-05,0.984939,0.010692,1e-05,0.984939,European
NA12239,CEU,European,kg,,,yes,yes,1e-05,0.018565,1e-05,0.981395,1e-05,1e-05,0.981395,European
NA12248,CEU,European,kg,,,yes,yes,1e-05,0.022985,1e-05,0.976975,1e-05,1e-05,0.976975,European
NA12249,CEU,European,kg,,,yes,yes,1e-05,0.013945,1e-05,0.970679,1e-05,0.015346,0.970679,European
NA12264,CEU,European,kg,,,yes,yes,1e-05,0.018854,1e-05,0.977515,1e-05,0.003601,0.977515,European
NA12272,CEU,European,kg,,,yes,yes,0.000441,0.008407,1e-05,0.988002,0.00313,1e-05,0.988002,European
NA12273,CEU,European,kg,,,yes,yes,1e-05,0.011356,1e-05,0.970183,1e-05,0.018431,0.970183,European
NA12274,CEU,European,kg,,,yes,yes,1e-05,0.014107,1e-05,0.985853,1e-05,1e-05,0.985853,European
NA12275,CEU,European,kg,,,yes,yes,1.6e-05,0.021289,1e-05,0.978665,1e-05,1e-05,0.978665,European
NA12282,CEU,European,kg,,,yes,yes,1e-05,0.005852,1e-05,0.9895,0.004618,1e-05,0.9895,European
NA12283,CEU,European,kg,,,yes,yes,0.002096,0.005961,0.003685,0.983463,0.000999,0.003795,0.983463,European
NA12286,CEU,European,kg,,,yes,yes,1e-05,0.015231,1e-05,0.942323,0.003359,0.039068,0.942323,European
NA12287,CEU,European,kg,,,yes,yes,1e-05,0.006943,1e-05,0.986312,1e-05,0.006715,0.986312,European
NA12329,CEU,European,kg,,,yes,no,,,,,,,,
NA12335,CEU,European,kg,,,yes,no,,,,,,,,
NA12336,CEU,European,kg,,,yes,no,,,,,,,,
NA12340,CEU,European,kg,,,yes,yes,1e-05,0.015706,1e-05,0.984254,1e-05,1e-05,0.984254,European
NA12341,CEU,European,kg,,,yes,yes,0.004896,0.013826,1e-05,0.980543,0.000715,1e-05,0.980543,European
NA12342,CEU,European,kg,,,yes,yes,1e-05,0.007299,1e-05,0.992661,1e-05,1e-05,0.992661,European
NA12343,CEU,European,kg,,,yes,yes,1e-05,0.011227,0.006478,0.980773,0.001502,1e-05,0.980773,European
NA12344,CEU,European,kg,,,yes,no,,,,,,,,
NA12347,CEU,European,kg,,,yes,yes,1e-05,0.007868,1e-05,0.983903,1e-05,0.008198,0.983903,European
NA12348,CEU,European,kg,,,yes,yes,1e-05,0.027513,1e-05,0.969582,0.002874,1e-05,0.969582,European
NA12376,CEU,European,kg,,,yes,no,,,,,,,,
NA12383,CEU,European,kg,,,yes,no,,,,,,,,
NA12386,CEU,European,kg,,,yes,no,,,,,,,,
NA12399,CEU,European,kg,,,yes,yes,1e-05,0.009422,1e-05,0.990538,1e-05,1e-05,0.990538,European
NA12400,CEU,European,kg,,,yes,yes,1e-05,0.019587,1e-05,0.980373,1e-05,1e-05,0.980373,European
NA12413,CEU,European,kg,,,yes,yes,0.000942,0.015232,1e-05,0.982181,1e-05,0.001625,0.982181,European
NA12414,CEU,European,kg,,,yes,yes,1e-05,0.020373,1e-05,0.979587,1e-05,1e-05,0.979587,European
NA12485,CEU,European,kg,,,yes,no,,,,,,,,
NA12489,CEU,European,kg,,,yes,yes,1e-05,0.005718,1e-05,0.994242,1e-05,1e-05,0.994242,European
NA12546,CEU,European,kg,,,yes,yes,1e-05,0.011938,1e-05,0.98383,1e-05,0.004203,0.98383,European
NA12707,CEU,European,kg,,,yes,no,,,,,,,,
NA12716,CEU,European,kg,,,yes,yes,1e-05,0.010802,1e-05,0.988596,0.000572,1e-05,0.988596,European
NA12717,CEU,European,kg,,,yes,yes,1e-05,0.013509,1e-05,0.986451,1e-05,1e-05,0.986451,European
NA12718,CEU,European,kg,,,yes,yes,1e-05,0.013258,1e-05,0.984051,1e-05,0.002661,0.984051,European
NA12739,CEU,European,kg,,,yes,no,,,,,,,,
NA12740,CEU,European,kg,,,yes,no,,,,,,,,
NA12748,CEU,European,kg,,,yes,yes,1e-05,0.010815,0.001153,0.988002,1e-05,1e-05,0.988002,European
NA12749,CEU,European,kg,,,yes,yes,1e-05,0.003713,1e-05,0.996247,1e-05,1e-05,0.996247,European
NA12750,CEU,European,kg,,,yes,yes,1e-05,0.011748,1e-05,0.986035,0.000547,0.001649,0.986035,European
NA12751,CEU,European,kg,,,yes,yes,1e-05,0.005019,1e-05,0.98195,1e-05,0.013001,0.98195,European
NA12752,CEU,European,kg,,,yes,no,,,,,,,,
NA12753,CEU,European,kg,,,yes,no,,,,,,,,
NA12760,CEU,European,kg,,,yes,yes,1e-05,0.009749,1e-05,0.982662,0.003878,0.003691,0.982662,European
NA12761,CEU,European,kg,,,yes,yes,1e-05,0.016483,1e-05,0.983477,1e-05,1e-05,0.983477,European
NA12762,CEU,European,kg,,,yes,yes,1e-05,0.01386,1e-05,0.9861,1e-05,1e-05,0.9861,European
NA12763,CEU,European,kg,,,yes,yes,1e-05,0.016736,1e-05,0.977427,1e-05,0.005807,0.977427,European
NA12766,CEU,European,kg,,,yes,no,,,,,,,,
NA12767,CEU,European,kg,,,yes,no,,,,,,,,
NA12775,CEU,European,kg,,,yes,yes,1e-05,0.007988,1e-05,0.980762,1e-05,0.01122,0.980762,European
NA12776,CEU,European,kg,,,yes,yes,1e-05,0.017285,1e-05,0.982675,1e-05,1e-05,0.982675,European
NA12777,CEU,European,kg,,,yes,yes,1e-05,0.002508,1.1e-05,0.997451,1e-05,1e-05,0.997451,European
NA12778,CEU,European,kg,,,yes,yes,1e-05,0.013878,1e-05,0.986082,1e-05,1e-05,0.986082,European
NA12801,CEU,European,kg,,,yes,no,,,,,,,,
NA12802,CEU,European,kg,,,yes,no,,,,,,,,
NA12812,CEU,European,kg,,,yes,yes,1e-05,0.014224,1e-05,0.985736,1e-05,1e-05,0.985736,European
NA12813,CEU,European,kg,,,yes,no,,,,,,,,
NA12814,CEU,European,kg,,,yes,yes,1e-05,0.01988,1e-05,0.98008,1e-05,1e-05,0.98008,European
NA12815,CEU,European,kg,,,yes,yes,1e-05,0.020269,1e-05,0.968454,1e-05,0.011247,0.968454,European
NA12817,CEU,European,kg,,,yes,no,,,,,,,,
NA12818,CEU,European,kg,,,yes,no,,,,,,,,
NA12827,CEU,European,kg,,,yes,yes,1e-05,0.023302,1e-05,0.976658,1e-05,1e-05,0.976658,European
NA12828,CEU,European,kg,,,yes,yes,1e-05,0.01682,1e-05,0.97933,0.001589,0.002241,0.97933,European
NA12829,CEU,European,kg,,,yes,yes,1e-05,0.012125,1e-05,0.980172,0.007673,1e-05,0.980172,European
NA12830,CEU,European,kg,,,yes,yes,1e-05,0.022121,1e-05,0.977839,1e-05,1e-05,0.977839,European
NA12832,CEU,European,kg,,,yes,no,,,,,,,,
NA12842,CEU,European,kg,,,yes,yes,1e-05,0.010448,1e-05,0.98009,1e-05,0.009431,0.98009,European
NA12843,CEU,European,kg,,,yes,yes,1e-05,0.017847,1e-05,0.979854,1e-05,0.002269,0.979854,European
NA12864,CEU,European,kg,,,yes,no,,,,,,,,
NA12865,CEU,European,kg,,,yes,no,,,,,,,,
NA12872,CEU,European,kg,,,yes,yes,1e-05,0.012807,1e-05,0.968375,1e-05,0.018788,0.968375,European
NA12873,CEU,European,kg,,,yes,yes,1e-05,0.012529,1e-05,0.984813,1e-05,0.002629,0.984813,European
NA12874,CEU,European,kg,,,yes,yes,1e-05,0.014864,1e-05,0.982152,1e-05,0.002954,0.982152,European
NA12875,CEU,European,kg,,,yes,yes,1e-05,0.017477,1e-05,0.982483,1e-05,1e-05,0.982483,European
NA12877,CEU,European,kg,,,yes,no,,,,,,,,
NA12878,CEU,European,kg,,,yes,no,,,,,,,,
NA12889,CEU,European,kg,,,yes,yes,1e-05,0.00235,1e-05,0.993371,0.000302,0.003957,0.993371,European
NA12890,CEU,European,kg,,,yes,yes,1e-05,0.017826,1e-05,0.970659,0.002247,0.009248,0.970659,European
NA12891,CEU,European,kg,,,yes,yes,1e-05,0.01912,1e-05,0.98084,1e-05,1e-05,0.98084,European
NA12892,CEU,European,kg,,,yes,yes,1e-05,0.012669,1e-05,0.987291,1e-05,1e-05,0.987291,European
NA18484,YRI,African,kg,,,yes,no,,,,,,,,
NA18485,YRI,African,kg,,,yes,no,,,,,,,,
NA18486,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18487,YRI,African,kg,,,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18488,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18489,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18497,YRI,African,kg,,,yes,no,,,,,,,,
NA18498,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18499,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18500,YRI,African,kg,,,yes,no,,,,,,,,
NA18501,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18502,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18503,YRI,African,kg,,,yes,no,,,,,,,,
NA18504,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18505,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18506,YRI,African,kg,,,yes,no,,,,,,,,
NA18507,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18508,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18510,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18511,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18515,YRI,African,kg,,,yes,no,,,,,,,,
NA18516,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18517,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18518,YRI,African,kg,,,yes,no,,,,,,,,
NA18519,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18520,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18521,YRI,African,kg,,,yes,no,,,,,,,,
NA18522,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18523,YRI,African,kg,,African,yes,yes,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0.99995,African
NA18525,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18526,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18528,CHB,East Asian,kg,,East Asian,yes,yes,0.003268,0.009531,0.9607,0.010449,1e-05,0.016041,0.9607,East Asian
NA18530,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.008103,0.990704,1e-05,1e-05,0.001164,0.990704,East Asian
NA18531,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.006614,0.979581,1.3e-05,1e-05,0.013772,0.979581,East Asian
NA18532,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.1e-05,0.999949,1e-05,1e-05,1e-05,0.999949,East Asian
NA18533,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18534,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010976,0.988984,1e-05,1e-05,1e-05,0.988984,East Asian
NA18535,CHB,East Asian,kg,,East Asian,yes,yes,0.000267,0.009386,0.971167,0.008507,1e-05,0.010663,0.971167,East Asian
NA18536,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18537,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004523,0.992503,0.002702,0.000252,1e-05,0.992503,East Asian
NA18538,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.008508,0.981466,0.005044,1e-05,0.004961,0.981466,East Asian
NA18539,CHB,East Asian,kg,,East Asian,yes,yes,0.001722,0.005624,0.972076,0.006707,1e-05,0.013861,0.972076,East Asian
NA18541,CHB,East Asian,kg,,East Asian,yes,yes,4.1e-05,0.006799,0.984352,1e-05,0.000712,0.008087,0.984352,East Asian
NA18542,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005153,0.994807,1e-05,1e-05,1e-05,0.994807,East Asian
NA18543,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18544,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004445,0.995515,1e-05,1e-05,1e-05,0.995515,East Asian
NA18545,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18546,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18547,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005482,0.978482,0.003703,0.001377,0.010947,0.978482,East Asian
NA18548,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.011056,0.988904,1e-05,1e-05,1e-05,0.988904,East Asian
NA18549,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18550,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18552,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.998158,1e-05,0.001802,1e-05,0.998158,East Asian
NA18553,CHB,East Asian,kg,,East Asian,yes,yes,0.002331,0.009128,0.972317,0.010395,1e-05,0.00582,0.972317,East Asian
NA18555,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18557,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005528,0.992296,1e-05,0.002146,1e-05,0.992296,East Asian
NA18558,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004769,0.995191,1e-05,1e-05,1e-05,0.995191,East Asian
NA18559,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000786,0.999174,1e-05,1e-05,1e-05,0.999174,East Asian
NA18560,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18561,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010459,0.973094,0.00926,1e-05,0.007167,0.973094,East Asian
NA18562,CHB,East Asian,kg,,East Asian,yes,yes,1.3e-05,0.008456,0.984388,1e-05,1e-05,0.007122,0.984388,East Asian
NA18563,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005565,0.991349,0.003056,1e-05,1e-05,0.991349,East Asian
NA18564,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010461,0.966499,0.004315,1e-05,0.018705,0.966499,East Asian
NA18565,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.001242,0.998718,1e-05,1e-05,1e-05,0.998718,East Asian
NA18566,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000736,0.999224,1e-05,1e-05,1e-05,0.999224,East Asian
NA18567,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000159,0.999798,1e-05,1e-05,1.3e-05,0.999798,East Asian
NA18570,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18571,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18572,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18573,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18574,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003675,0.996285,1e-05,1e-05,1e-05,0.996285,East Asian
NA18577,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1.2e-05,0.999948,1e-05,1e-05,1e-05,0.999948,East Asian
NA18579,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.007386,0.987402,0.005182,1e-05,1e-05,0.987402,East Asian
NA18582,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18591,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18592,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003362,0.990443,1e-05,1e-05,0.006165,0.990443,East Asian
NA18593,CHB,East Asian,kg,,East Asian,yes,yes,1.9e-05,0.004984,0.989712,1e-05,1e-05,0.005265,0.989712,East Asian
NA18595,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004557,0.995394,1e-05,1e-05,1.9e-05,0.995394,East Asian
NA18596,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18597,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.006796,0.978385,0.004048,1e-05,0.010751,0.978385,East Asian
NA18599,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010378,0.987848,0.001744,1e-05,1e-05,0.987848,East Asian
NA18602,CHB,East Asian,kg,,East Asian,yes,yes,0.003842,0.005583,0.982783,0.005491,1e-05,0.002291,0.982783,East Asian
NA18603,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18605,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.003457,0.988804,1e-05,1e-05,0.007709,0.988804,East Asian
NA18606,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18608,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.009475,0.975813,0.013525,1e-05,0.001167,0.975813,East Asian
NA18609,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.00814,0.984289,0.004601,0.001264,0.001695,0.984289,East Asian
NA18610,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18611,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.002869,0.997091,1e-05,1e-05,1e-05,0.997091,East Asian
NA18612,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.007553,0.990292,1e-05,1e-05,0.002125,0.990292,East Asian
NA18613,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.010574,0.982698,1e-05,1e-05,0.006699,0.982698,East Asian
NA18614,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.999947,1e-05,1e-05,1.3e-05,0.999947,East Asian
NA18615,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.000723,0.999237,1e-05,1e-05,1e-05,0.999237,East Asian
NA18616,CHB,East Asian,kg,,East Asian,yes,yes,1.3e-05,1.4e-05,0.999943,1e-05,1e-05,1e-05,0.999943,East Asian
NA18617,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18618,CHB,East Asian,kg,,East Asian,yes,yes,0.001757,0.008209,0.967582,0.001771,1e-05,0.020671,0.967582,East Asian
NA18619,CHB,East Asian,kg,,East Asian,yes,yes,0.000748,0.0029,0.98664,0.009395,1e-05,0.000307,0.98664,East Asian
NA18620,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.002124,0.985278,0.008373,1e-05,0.004206,0.985278,East Asian
NA18621,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.005051,0.994909,1e-05,1e-05,1e-05,0.994909,East Asian
NA18622,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,1e-05,0.99995,1e-05,1e-05,1e-05,0.99995,East Asian
NA18623,CHB,East Asian,kg,,East Asian,yes,yes,1e-05,0.004588,0.977469,0.001419,0.00048,0.016034,0.977469,East Asian
